q_index,node,node_type,gap,full_ratio,top1_ratio,top3_ratio,contrast_ratio,tool_call_tags_ratio,tools_block_ratio,user_block_ratio,attn_contrast_clean,attn_tool_call_tags_clean,attn_tools_block_clean,attn_user_block_clean,attn_recent_32_clean,attn_prefix_16_clean,attn_contrast_corrupt,attn_tool_call_tags_corrupt,attn_tools_block_corrupt,attn_user_block_corrupt,attn_recent_32_corrupt,attn_prefix_16_corrupt,top1_pos,top1_token,top1_category,target_logit_delta,distractor_logit_delta,top_positive_tokens
1,L17H8,head,4.75,0.3684210526315789,0.0,0.10526315789473684,-0.02631578947368421,0.02631578947368421,-0.02631578947368421,-0.07894736842105263,0.002267200034111738,0.003849443281069398,0.0,0.1548060029745102,0.11096745729446411,0.21861320734024048,0.009411439299583435,0.0022337459959089756,0.0,0.23794996738433838,0.12345372140407562,0.33368879556655884,0,<|im_start|>,other,0.5,-1.25, ● |  � |  生命周期函数 |  hasNext |  GlobalKey
1,L20H5,head,4.75,0.23684210526315788,0.15789473684210525,0.13157894736842105,0.0,0.02631578947368421,0.0,0.13157894736842105,0.0003007404156960547,0.010406147688627243,0.0,0.3792024552822113,0.18340829014778137,0.04819175601005554,0.0006213976885192096,0.006801283452659845,0.0,0.5378426909446716,0.15229977667331696,0.039133887737989426,139,.py,user_block,0.125,-1.0, charged |  orally |  fflush |  oral |  ){\n
1,L21H1,head,4.75,0.42105263157894735,-0.13157894736842105,0.39473684210526316,-0.15789473684210525,-0.10526315789473684,-0.15789473684210525,-0.13157894736842105,0.0012366586597636342,0.038978852331638336,0.0,0.1753530204296112,0.025603823363780975,0.49260157346725464,0.00032162570278160274,0.016621464863419533,0.0,0.23774459958076477,0.028018776327371597,0.5463430285453796,0,<|im_start|>,other,0.625,-1.375, ● |  drilled |  � | 减持 |  RTWF
1,L21H12,head,4.75,0.4473684210526316,0.42105263157894735,0.3684210526315789,-0.15789473684210525,-0.10526315789473684,-0.15789473684210525,-0.07894736842105263,0.004494621884077787,0.019753072410821915,0.0,0.07801234722137451,0.054167214781045914,0.14845995604991913,0.0004376953875180334,0.012056032195687294,0.0,0.21696391701698303,0.0893147885799408,0.18362665176391602,111,\n,other,0.75,-1.375,闪电 |  ● | 减持 | 巡航 |  Flutter
1,L23H6,head,4.75,0.18421052631578946,-0.07894736842105263,0.2631578947368421,-0.05263157894736842,-0.05263157894736842,-0.05263157894736842,-0.13157894736842105,0.0009211846045218408,0.0061718374490737915,0.0,0.06606791168451309,0.10330069810152054,0.46798786520957947,0.0007556347991339862,0.00571150379255414,0.0,0.12804415822029114,0.16065970063209534,0.42828086018562317,0,<|im_start|>,other,0.125,-0.75,用车 | 屑 | 川 | 径 |  I
1,L24H6,head,4.75,0.23684210526315788,0.39473684210526316,0.42105263157894735,-0.07894736842105263,0.42105263157894735,-0.05263157894736842,-0.18421052631578946,3.562281563063152e-05,0.8842694163322449,0.0,0.026770077645778656,0.014123275876045227,0.06404431164264679,0.0002697946038097143,0.7227799296379089,0.0,0.0690709799528122,0.041546981781721115,0.14191871881484985,105,<tool_call>,tool_call_tags,0.0,-1.125, � |  � | 间 |  � |  Doors
1,MLP11,mlp,4.75,0.15789473684210525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.25,-0.5,.rs | 曰 | 且 |  THEN |  WITH
1,MLP20,mlp,4.75,-0.02631578947368421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,-0.25,-0.125,	def |  isOpen | def |  def | 驼
1,MLP22,mlp,4.75,0.07894736842105263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.125,-0.25,开车 | 情 |  vol | 毒性 |  loaf
1,MLP27,mlp,4.75,0.34210526315789475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.5,-1.125,错过 | Ĩ | 还可以 | 或者其他 | 快三
2,L17H8,head,7.625,0.4098360655737705,0.0,0.13114754098360656,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.04918032786885246,0.002758445218205452,0.007542121224105358,0.0,0.16948173940181732,0.07361801713705063,0.1905232071876526,0.014084738679230213,0.0031494256108999252,0.0,0.2554391920566559,0.07702949643135071,0.3317548930644989,0,<|im_start|>,other,1.25,-1.875,<tool_call> | .AnchorStyles | -Headers |  either | 减持
2,L20H5,head,7.625,0.21311475409836064,0.03278688524590164,0.08196721311475409,0.0,0.0,0.01639344262295082,0.11475409836065574,0.00012777827214449644,0.019305720925331116,0.0,0.3313555121421814,0.17902953922748566,0.03960689529776573,0.00026896322378888726,0.010566985234618187,0.0,0.5317272543907166,0.16228477656841278,0.03434741497039795,29,></,other,0.5,-1.125, oral |  charged |  orally |  uptake |  crucial
2,L21H1,head,7.625,0.47540983606557374,-0.06557377049180328,0.36065573770491804,-0.06557377049180328,0.01639344262295082,-0.06557377049180328,-0.01639344262295082,0.0015380335971713066,0.0564318522810936,0.0,0.17319795489311218,0.02157629281282425,0.41930538415908813,0.0004672971845138818,0.018542487174272537,0.0,0.2444377839565277,0.02914075367152691,0.5162217617034912,0,<|im_start|>,other,1.5,-2.125, oral | <tool_call> |  ● | MouseClicked | 减持
2,L21H12,head,7.625,0.4262295081967213,0.4098360655737705,0.4262295081967213,-0.11475409836065574,-0.04918032786885246,-0.09836065573770492,-0.09836065573770492,0.0015775588108226657,0.025214627385139465,0.0,0.04205266758799553,0.032722823321819305,0.0869993194937706,0.00025300742709077895,0.012007650919258595,0.0,0.15070369839668274,0.07398592680692673,0.14009863138198853,111,\n,other,1.25,-2.0, ● | 闪电 |  RTWF | .AnchorStyles | 口
2,L23H6,head,7.625,0.29508196721311475,-0.03278688524590164,0.3114754098360656,-0.04918032786885246,-0.04918032786885246,-0.04918032786885246,-0.04918032786885246,0.0005018445663154125,0.005307858344167471,0.0,0.09871164709329605,0.14464087784290314,0.404150128364563,0.00034514573053456843,0.005260002799332142,0.0,0.18689292669296265,0.2165900021791458,0.3607783019542694,0,<|im_start|>,other,0.75,-1.5,.AnchorStyles | MouseClicked |  lắm | \TestCase |  orally
2,L24H6,head,7.625,0.36065573770491804,0.4098360655737705,0.4426229508196721,-0.03278688524590164,0.4426229508196721,-0.03278688524590164,-0.09836065573770492,2.1645981178153306e-05,0.9157735109329224,0.0,0.01794719696044922,0.01010280754417181,0.0436011366546154,0.0003050073282793164,0.6469389796257019,0.0,0.057610269635915756,0.03426685184240341,0.2207208275794983,105,<tool_call>,tool_call_tags,0.5,-2.25, Linux |  ”\n\n | 间 |  Doors | 旗下
2,MLP11,mlp,7.625,0.08196721311475409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.375,-0.25,(strcmp |  respectfully | ivamente | _sibling | 开车
2,MLP20,mlp,7.625,0.08196721311475409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.375,-0.25, def | ampled | 开门 | _def | 	def
2,MLP22,mlp,7.625,0.18032786885245902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.75,-0.625,产后 | 情 | mıştır | 对孩子 | 让孩子
2,MLP27,mlp,7.625,0.4098360655737705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,1.375,-1.75,.Master | .every | 快三 | 错过 | 或者其他
3,L17H8,head,6.5,0.46153846153846156,0.038461538461538464,0.019230769230769232,0.038461538461538464,0.09615384615384616,0.09615384615384616,-0.057692307692307696,0.0018685627728700638,0.004959930200129747,0.0,0.20085409283638,0.15104761719703674,0.14581602811813354,0.008448876440525055,0.0024055112153291702,0.0,0.280306875705719,0.132525235414505,0.24406097829341888,0,<|im_start|>,other,1.25,-1.75, either | .AnchorStyles | <tool_call> |  callable | -Headers
3,L20H5,head,6.5,0.25,0.11538461538461539,0.23076923076923078,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.19230769230769232,0.0001771421084413305,0.016105830669403076,0.0,0.3308793604373932,0.20769120752811432,0.04529574513435364,0.000196679393411614,0.010941623710095882,0.0,0.5412046313285828,0.17157383263111115,0.03561462089419365,29,></,other,0.75,-0.875, charged | 军工 | SqlServer |  Minority |  Republican
3,L21H1,head,6.5,0.38461538461538464,-0.1346153846153846,0.28846153846153844,-0.09615384615384616,0.038461538461538464,-0.1346153846153846,-0.09615384615384616,0.0008831156883388758,0.06589598953723907,0.0,0.17219358682632446,0.03329266607761383,0.46770724654197693,0.00024123996263369918,0.02485448494553566,0.0,0.21633221209049225,0.030555663630366325,0.5350193977355957,0,<|im_start|>,other,1.125,-1.375,<tool_call> |  carried |  carriers |  quarters |  drilled
3,L21H12,head,6.5,0.4423076923076923,0.4423076923076923,0.4423076923076923,-0.1346153846153846,-0.038461538461538464,-0.11538461538461539,-0.09615384615384616,0.0026764818467199802,0.029567686840891838,0.0,0.057096317410469055,0.04398883879184723,0.08769594132900238,0.00014404425746761262,0.023290559649467468,0.0,0.13302145898342133,0.08279968053102493,0.12013538926839828,111,\n,other,1.125,-1.75,.Cursor |  Carl | <tool_call> | 闪电 |  triangular
3,L23H6,head,6.5,0.2692307692307692,0.28846153846153844,0.3076923076923077,0.0,0.0,0.0,-0.07692307692307693,0.0005109867779538035,0.002917249221354723,0.0,0.057820286601781845,0.10506875813007355,0.4221612811088562,0.0002496067900210619,0.002812981139868498,0.0,0.1137491762638092,0.153869166970253,0.39803174138069153,265,\n\n,other,0.875,-0.875,.AnchorStyles | <tool_call> |  Kostenlos | MouseClicked | fragistics
3,L24H6,head,6.5,0.40384615384615385,0.4423076923076923,0.4807692307692308,-0.057692307692307696,0.46153846153846156,-0.038461538461538464,-0.09615384615384616,2.047445741482079e-05,0.8859249353408813,0.0,0.023462656885385513,0.012655217200517654,0.06371407210826874,0.00017513943021185696,0.6611258387565613,0.0,0.05795274302363396,0.03132234513759613,0.20872603356838226,105,<tool_call>,tool_call_tags,0.625,-2.0, Linux |  ”\n\n | .Columns | .Arrays | 间
